"Date","Price","Open","High","Low","Vol.","Change %"
"01/15/2021","1,356.87","1,369.27","1,377.95","1,350.01","4.12B","-1.59%"
"01/14/2021","1,378.73","1,396.35","1,396.35","1,373.59","4.10B","-0.77%"
"01/13/2021","1,389.48","1,390.91","1,395.02","1,375.04","4.07B","0.52%"
"01/12/2021","1,382.25","1,385.30","1,390.17","1,375.15","4.48B","0.51%"
"01/11/2021","1,375.22","1,380.28","1,395.45","1,362.44","4.69B","-0.57%"
"01/08/2021","1,383.06","1,373.06","1,384.51","1,365.06","4.93B","1.22%"
"01/07/2021","1,366.43","1,354.84","1,367.17","1,349.55","5.47B","1.27%"
"01/06/2021","1,349.25","1,346.33","1,351.15","1,340.30","4.51B","1.02%"
"01/05/2021","1,335.61","1,338.94","1,353.27","1,322.40","5.81B","-0.70%"
"01/04/2021","1,345.07","1,335.07","1,350.36","1,329.46","4.44B","1.26%"
"12/31/2020","1,328.28","1,333.27","1,336.90","1,323.43","2.59B","-0.34%"
"12/30/2020","1,332.78","1,319.00","1,334.81","1,316.76","3.38B","1.62%"
"12/29/2020","1,311.53","1,295.08","1,311.53","1,288.15","2.37B","1.58%"
"12/28/2020","1,291.09","1,289.40","1,295.30","1,287.36","2.03B","0.74%"
"12/25/2020","1,281.56","1,288.13","1,292.33","1,278.89","1.93B","-0.03%"
"12/24/2020","1,281.92","1,279.43","1,287.32","1,271.35","3.70B","0.61%"
"12/23/2020","1,274.15","1,267.33","1,276.84","1,267.12","3.38B","0.93%"
"12/22/2020","1,262.35","1,250.82","1,267.63","1,248.68","3.33B","1.59%"
"12/21/2020","1,242.64","1,261.20","1,261.20","1,228.42","4.17B","-1.91%"
"12/18/2020","1,266.82","1,256.85","1,268.63","1,254.51","3.65B","0.60%"
"12/17/2020","1,259.28","1,264.16","1,266.44","1,253.46","3.43B","0.39%"
"12/16/2020","1,254.43","1,265.08","1,269.80","1,248.75","4.14B","-0.21%"
"12/15/2020","1,257.02","1,255.34","1,261.34","1,247.77","4.39B","0.43%"
"12/14/2020","1,251.70","1,242.30","1,257.73","1,242.30","3.76B","1.29%"
"12/11/2020","1,235.70","1,216.60","1,235.70","1,209.05","4.15B","1.35%"
"12/10/2020","1,219.27","1,222.57","1,233.21","1,214.39","4.72B","0.08%"
"12/09/2020","1,218.34","1,209.92","1,228.86","1,209.92","4.82B","0.86%"
"12/08/2020","1,207.91","1,200.47","1,215.82","1,200.47","4.84B","0.95%"
"12/07/2020","1,196.51","1,195.74","1,202.13","1,192.44","4.23B","-0.10%"
"12/04/2020","1,197.75","1,200.18","1,204.68","1,193.27","4.50B","-0.14%"
"12/03/2020","1,199.43","1,194.46","1,204.47","1,184.80","5.18B","0.49%"
"12/02/2020","1,193.57","1,195.78","1,205.49","1,187.07","3.93B","-0.12%"
"12/01/2020","1,195.02","1,175.27","1,195.02","1,160.47","3.79B","3.23%"
"11/30/2020","1,157.65","1,184.38","1,187.57","1,157.65","4.37B","-3.44%"
"11/27/2020","1,198.91","1,216.09","1,219.02","1,195.80","4.81B","-0.99%"
"11/26/2020","1,210.94","1,204.12","1,212.63","1,196.18","3.51B","1.31%"
"11/25/2020","1,195.24","1,197.05","1,208.60","1,192.42","4.62B","0.54%"
"11/24/2020","1,188.77","1,194.04","1,204.37","1,178.93","5.82B","0.21%"
"11/23/2020","1,186.27","1,203.18","1,207.41","1,172.96","5.00B","-1.06%"
"11/20/2020","1,198.96","1,191.56","1,203.47","1,191.56","4.09B","0.76%"
"11/19/2020","1,189.87","1,170.77","1,203.47","1,157.42","8.31B","1.49%"
"11/18/2020","1,172.43","1,141.02","1,172.43","1,141.02","5.34B","3.14%"
"11/17/2020","1,136.74","1,165.36","1,167.32","1,136.74","3.74B","-2.64%"
"11/16/2020","1,167.53","1,181.28","1,184.78","1,167.14","3.39B","-0.20%"
"11/13/2020","1,169.87","1,159.26","1,170.98","1,153.18","4.75B","1.31%"
"11/12/2020","1,154.71","1,162.92","1,183.78","1,147.07","7.64B","-0.31%"
"11/11/2020","1,158.31","1,125.44","1,163.04","1,124.35","7.06B","3.52%"
"11/10/2020","1,118.91","1,097.71","1,120.46","1,094.18","4.41B","1.07%"
"11/09/2020","1,107.04","1,089.99","1,109.40","1,086.24","4.82B","3.61%"
"11/06/2020","1,068.44","1,058.77","1,068.44","1,055.93","3.67B","0.93%"
"11/05/2020","1,058.61","1,052.90","1,062.82","1,046.71","3.62B","0.87%"
"11/04/2020","1,049.53","1,041.23","1,052.90","1,039.15","3.84B","1.13%"
"11/03/2020","1,037.79","1,023.85","1,042.29","1,010.71","3.60B","1.75%"
"11/02/2020","1,019.90","1,006.00","1,027.39","1,005.68","4.79B","1.94%"
"10/30/2020","1,000.48","1,001.47","1,006.09","986.53","5.33B","-1.46%"
"10/28/2020","1,015.31","1,036.72","1,038.16","1,015.31","1.36B","-2.35%"
"10/27/2020","1,039.78","1,031.80","1,044.97","1,026.53","3.72B","0.49%"
"10/26/2020","1,034.76","1,066.75","1,066.75","1,032.89","4.56B","-3.76%"
"10/23/2020","1,075.17","1,085.11","1,088.51","1,065.95","3.50B","-0.76%"
"10/22/2020","1,083.43","1,100.68","1,102.38","1,083.08","4.62B","-1.41%"
"10/21/2020","1,098.95","1,106.67","1,107.71","1,096.80","3.13B","0.06%"
"10/20/2020","1,098.33","1,097.37","1,101.32","1,091.34","2.85B","0.34%"
"10/19/2020","1,094.58","1,087.84","1,098.68","1,086.40","2.77B","0.95%"
"10/16/2020","1,084.27","1,075.77","1,084.53","1,074.42","2.53B","1.12%"
"10/15/2020","1,072.21","1,079.66","1,082.30","1,067.94","3.16B","-0.86%"
"10/14/2020","1,081.48","1,070.04","1,081.94","1,065.83","4.35B","1.22%"
"10/13/2020","1,068.45","1,075.11","1,075.70","1,066.33","2.82B","-0.49%"
"10/12/2020","1,073.73","1,067.74","1,076.85","1,066.64","3.02B","0.89%"
"10/09/2020","1,064.31","1,052.26","1,065.11","1,050.77","2.73B","1.30%"
"10/08/2020","1,050.65","1,056.17","1,058.90","1,044.03","2.22B","-0.15%"
"10/07/2020","1,052.28","1,050.34","1,056.03","1,047.81","2.25B","-0.19%"
"10/06/2020","1,054.32","1,065.56","1,069.64","1,054.32","2.84B","-0.69%"
"10/05/2020","1,061.62","1,053.49","1,062.04","1,053.49","1.85B","1.26%"
"10/02/2020","1,048.36","1,042.69","1,053.69","1,041.63","2.62B","0.11%"
"10/01/2020","1,047.23","1,051.64","1,058.58","1,046.75","2.94B","-0.06%"
"09/30/2020","1,047.82","1,035.28","1,049.16","1,032.87","3.17B","1.97%"
