TARİH,Unnamed: 0,LEVEL1,LEVEL2,LEVEL3,DEĞER,TARIH
31.12.2022,538.0,KAYNAKLAR,,TOPLAM YÜKÜMLÜLÜKLER,74650073.0,2022-12-31
31.12.2022,539.0,KAYNAKLAR,ÖZKAYNAKLAR,ÖZKAYNAKLAR,,2022-12-31
31.12.2022,540.0,KAYNAKLAR,ÖZKAYNAKLAR,Ana Ortaklığa Ait Özkaynaklar,21402174.0,2022-12-31
31.12.2022,541.0,KAYNAKLAR,ÖZKAYNAKLAR,Ödenmiş Sermaye,350910.0,2022-12-31
31.12.2022,542.0,KAYNAKLAR,ÖZKAYNAKLAR,Sermaye Düzeltme Farkları,27920.0,2022-12-31
31.12.2022,543.0,KAYNAKLAR,ÖZKAYNAKLAR,Birleşme Denkleştirme Hesabı,,2022-12-31
31.12.2022,544.0,KAYNAKLAR,ÖZKAYNAKLAR,Pay Sahiplerinin İlave Sermaye Katkıları,,2022-12-31
31.12.2022,545.0,KAYNAKLAR,ÖZKAYNAKLAR,Sermaye Avansı,,2022-12-31
31.12.2022,546.0,KAYNAKLAR,ÖZKAYNAKLAR,Geri Alınmış Paylar (-),,2022-12-31
31.12.2022,547.0,KAYNAKLAR,ÖZKAYNAKLAR,Karşılıklı İştirak Sermaye Düzeltmesi (-),,2022-12-31
31.12.2022,548.0,KAYNAKLAR,ÖZKAYNAKLAR,Paylara İlişkin Primler (İskontolar),8.0,2022-12-31
31.12.2022,549.0,KAYNAKLAR,ÖZKAYNAKLAR,Ortak Kontrole Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi,,2022-12-31
31.12.2022,550.0,KAYNAKLAR,ÖZKAYNAKLAR,Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon Değerleme Fonu,,2022-12-31
31.12.2022,551.0,KAYNAKLAR,ÖZKAYNAKLAR,Pay Bazlı Ödemeler (-),,2022-12-31
31.12.2022,552.0,KAYNAKLAR,ÖZKAYNAKLAR,Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler (Giderler),-1000033.0,2022-12-31
31.12.2022,553.0,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynağa Dayalı Finansal Araçlara Yatırımlardan Kaynaklanan Kazançlar (Kayıplar),,2022-12-31
31.12.2022,554.0,KAYNAKLAR,ÖZKAYNAKLAR,Yeniden Değerleme ve Ölçüm Kazançları (Kayıpları),-1000033.0,2022-12-31
31.12.2022,555.0,KAYNAKLAR,ÖZKAYNAKLAR,Maddi Duran Varlık Yeniden Değerleme Artışları (Azalışları),,2022-12-31
31.12.2022,556.0,KAYNAKLAR,ÖZKAYNAKLAR,Maddi Olmayan Duran Varlık Yeniden Değerleme Artışları (Azalışları),,2022-12-31
31.12.2022,557.0,KAYNAKLAR,ÖZKAYNAKLAR,Kullanım Hakkı Varlıkları Yeniden Değerleme Artışları (Azalışları),,2022-12-31
31.12.2022,558.0,KAYNAKLAR,ÖZKAYNAKLAR,Tanımlanmış Fayda Planları Yeniden Ölçüm Kazançları (Kayıpları),-1000033.0,2022-12-31
31.12.2022,559.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yeniden Değerleme ve Ölçüm Kazançları (Kayıpları),,2022-12-31
31.12.2022,560.0,KAYNAKLAR,ÖZKAYNAKLAR,Kredi Riskindeki Değişikliğe Bağlı Olarak Finansal Yükümlülüğün Gerçeğe Uygun Değerindeki Değişikliklerden Kaynaklanan Kazançlar (Kayıplar),,2022-12-31
31.12.2022,561.0,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlara İlişkin Finansal Riskten Korunma Kazançları (Kayıpları),,2022-12-31
31.12.2022,562.0,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynak Yöntemi ile Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar veya Zararda Sınıflandırılmayacak Paylar,,2022-12-31
31.12.2022,563.0,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Çevrim Farkları,,2022-12-31
31.12.2022,564.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kazançlar (Kayıplar),,2022-12-31
31.12.2022,565.0,KAYNAKLAR,ÖZKAYNAKLAR,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler (Giderler),-3068724.0,2022-12-31
31.12.2022,566.0,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Çevrim Farkları,1674943.0,2022-12-31
31.12.2022,567.0,KAYNAKLAR,ÖZKAYNAKLAR,Riskten Korunma Kazançları (Kayıpları),-4881384.0,2022-12-31
31.12.2022,568.0,KAYNAKLAR,ÖZKAYNAKLAR,Nakit Akış Riskinden Korunma Kazançları (Kayıpları),-4881384.0,2022-12-31
31.12.2022,569.0,KAYNAKLAR,ÖZKAYNAKLAR,Yurtdışındaki İşletmeye İlişkin Yatırım Riskinden Korunma Kazançları (Kayıpları),,2022-12-31
31.12.2022,570.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Riskten Korunma Kazançları (Kayıpları),,2022-12-31
31.12.2022,571.0,KAYNAKLAR,ÖZKAYNAKLAR,Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),137717.0,2022-12-31
31.12.2022,572.0,KAYNAKLAR,ÖZKAYNAKLAR,Satılmaya Hazır Finansal Varlıkların Yeniden Değerleme ve/veya Sınıflandırma Kazançları (Kayıpları),,2022-12-31
31.12.2022,573.0,KAYNAKLAR,ÖZKAYNAKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklardan Kazançlar (Kayıplar),137717.0,2022-12-31
31.12.2022,574.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),,2022-12-31
31.12.2022,575.0,KAYNAKLAR,ÖZKAYNAKLAR,Opsiyonların Zaman Değerindeki Değişiklikler,,2022-12-31
31.12.2022,576.0,KAYNAKLAR,ÖZKAYNAKLAR,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler,,2022-12-31
31.12.2022,577.0,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Alım Satım Marjlarındaki Değişiklikler,,2022-12-31
31.12.2022,578.0,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynak Yöntemi ile Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar/Zararda Sınıflandırılacak Paylar,,2022-12-31
31.12.2022,579.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kazançlar (Kayıplar),,2022-12-31
31.12.2022,580.0,KAYNAKLAR,ÖZKAYNAKLAR,Kardan Ayrılan Kısıtlanmış Yedekler,1420763.0,2022-12-31
31.12.2022,581.0,KAYNAKLAR,ÖZKAYNAKLAR,Sermayeye Eklenecek Gayrimenkul veya İştirak Satış Kazancı,,2022-12-31
31.12.2022,582.0,KAYNAKLAR,ÖZKAYNAKLAR,Yasal Yedekler,1420763.0,2022-12-31
31.12.2022,583.0,KAYNAKLAR,ÖZKAYNAKLAR,Geri Alınan Paylara İlişkin Yedekler,,2022-12-31
31.12.2022,584.0,KAYNAKLAR,ÖZKAYNAKLAR,Girişim Sermayesi Fonu,,2022-12-31
31.12.2022,585.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kısıtlanmış Yedekler,,2022-12-31
31.12.2022,586.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Özkaynak Payları,,2022-12-31
31.12.2022,587.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yedekler,,2022-12-31
31.12.2022,588.0,KAYNAKLAR,ÖZKAYNAKLAR,Ödenen Kar Payı Avansları (Net) (-),,2022-12-31
31.12.2022,589.0,KAYNAKLAR,ÖZKAYNAKLAR,Geçmiş Yıllar Karları veya Zararları,5057387.0,2022-12-31
31.12.2022,590.0,KAYNAKLAR,ÖZKAYNAKLAR,Net Dönem Karı veya Zararı,18613943.0,2022-12-31
31.12.2022,591.0,KAYNAKLAR,ÖZKAYNAKLAR,Kontrol Gücü Olmayan Paylar,,2022-12-31
31.12.2022,592.0,KAYNAKLAR,ÖZKAYNAKLAR,TOPLAM ÖZKAYNAKLAR,21402174.0,2022-12-31
31.12.2022,593.0,KAYNAKLAR,,TOPLAM KAYNAKLAR,96052247.0,2022-12-31
TARİH,,LEVEL1,LEVEL2,LEVEL3,,
31.12.2022,0.0,,,Finansal Durum Tablosu (Bilanço),,2022-12-31
31.12.2022,1.0,VARLIKLAR,,Varlıklar,,2022-12-31
31.12.2022,2.0,VARLIKLAR,DÖNEN VARLIKLAR,DÖNEN VARLIKLAR,,2022-12-31
31.12.2022,3.0,VARLIKLAR,DÖNEN VARLIKLAR,Nakit ve Nakit Benzerleri,10114706.0,2022-12-31
31.12.2022,4.0,VARLIKLAR,DÖNEN VARLIKLAR,Gayrimenkul Projeleri Kapsamında Açılan Nakit Hesapları,,2022-12-31
31.12.2022,5.0,VARLIKLAR,DÖNEN VARLIKLAR,Finansal Yatırımlar,,2022-12-31
31.12.2022,6.0,VARLIKLAR,DÖNEN VARLIKLAR,Kullanımı Kısıtlı Banka Bakiyeleri,,2022-12-31
31.12.2022,7.0,VARLIKLAR,DÖNEN VARLIKLAR,Vadeli Mevduatlar,,2022-12-31
31.12.2022,8.0,VARLIKLAR,DÖNEN VARLIKLAR,Satılmaya Hazır Finansal Varlıklar,,2022-12-31
31.12.2022,9.0,VARLIKLAR,DÖNEN VARLIKLAR,Vadeye Kadar Elde Tutulacak Finansal Yatırımlar,,2022-12-31
31.12.2022,10.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Finansal Varlıklar,,2022-12-31
31.12.2022,11.0,VARLIKLAR,DÖNEN VARLIKLAR,Alım Satım Amaçlı Elde Tutulan Finansal Varlıklar,,2022-12-31
31.12.2022,12.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılarak Ölçülen Diğer Finansal Varlıklar,,2022-12-31
31.12.2022,13.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Olarak Sınıflandırılan Finansal Varlıklar,,2022-12-31
31.12.2022,14.0,VARLIKLAR,DÖNEN VARLIKLAR,Yatırım Riski Hayat Poliçesi Sahiplerine Ait Finansal Yatırımlar,,2022-12-31
31.12.2022,15.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklar,,2022-12-31
31.12.2022,16.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılarak Ölçülen Finansal Varlıklar,,2022-12-31
31.12.2022,17.0,VARLIKLAR,DÖNEN VARLIKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlar,,2022-12-31
31.12.2022,18.0,VARLIKLAR,DÖNEN VARLIKLAR,İtfa Edilmiş Maliyetiyle Ölçülen Finansal Varlıklar,,2022-12-31
31.12.2022,19.0,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Finansal Yatırımlar,,2022-12-31
31.12.2022,20.0,VARLIKLAR,DÖNEN VARLIKLAR,Teminata Verilen Finansal Varlıklar,,2022-12-31
31.12.2022,21.0,VARLIKLAR,DÖNEN VARLIKLAR,Ticari Alacaklar,25850944.0,2022-12-31
31.12.2022,22.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Ticari Alacaklar,18656099.0,2022-12-31
31.12.2022,23.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Ticari Alacaklar,7194845.0,2022-12-31
31.12.2022,24.0,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden Alacaklar,,2022-12-31
31.12.2022,25.0,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Taraflardan Alacaklar,,2022-12-31
31.12.2022,26.0,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflardan Alacaklar,,2022-12-31
31.12.2022,27.0,VARLIKLAR,DÖNEN VARLIKLAR,Türkiye Cumhuriyet Merkez Bankası Hesabı,,2022-12-31
31.12.2022,28.0,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Alacaklar,283518.0,2022-12-31
31.12.2022,29.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Diğer Alacaklar,167414.0,2022-12-31
31.12.2022,30.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Alacaklar,116104.0,2022-12-31
31.12.2022,31.0,VARLIKLAR,DÖNEN VARLIKLAR,Müşteri Sözleşmelerinden Doğan Varlıklar,,2022-12-31
31.12.2022,32.0,VARLIKLAR,DÖNEN VARLIKLAR,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Varlıkları,,2022-12-31
31.12.2022,33.0,VARLIKLAR,DÖNEN VARLIKLAR,Mal ve Hizmet Satışlarından Doğan Sözleşme Varlıkları,,2022-12-31
31.12.2022,34.0,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Sözleşme Varlıkları,,2022-12-31
31.12.2022,35.0,VARLIKLAR,DÖNEN VARLIKLAR,İmtiyaz Sözleşmelerine İlişkin Finansal Varlıklar,,2022-12-31
31.12.2022,36.0,VARLIKLAR,DÖNEN VARLIKLAR,Türev Araçlar,,2022-12-31
31.12.2022,37.0,VARLIKLAR,DÖNEN VARLIKLAR,Alım Satım Amaçlı Türev Araçlar,,2022-12-31
31.12.2022,38.0,VARLIKLAR,DÖNEN VARLIKLAR,Riskten Korunma Amaçlı Türev Araçlar,,2022-12-31
31.12.2022,39.0,VARLIKLAR,DÖNEN VARLIKLAR,Stoklar,13854008.0,2022-12-31
31.12.2022,40.0,VARLIKLAR,DÖNEN VARLIKLAR,Proje Halindeki Stoklar,,2022-12-31
31.12.2022,41.0,VARLIKLAR,DÖNEN VARLIKLAR,Canlı Varlıklar,,2022-12-31
31.12.2022,42.0,VARLIKLAR,DÖNEN VARLIKLAR,Peşin Ödenmiş Giderler,1195201.0,2022-12-31
31.12.2022,43.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflara Peşin Ödenmiş Giderler,,2022-12-31
31.12.2022,44.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflara Peşin Ödenmiş Giderler,,2022-12-31
31.12.2022,45.0,VARLIKLAR,DÖNEN VARLIKLAR,Ertelenmiş Sigortacılık Üretim Giderleri,,2022-12-31
31.12.2022,46.0,VARLIKLAR,DÖNEN VARLIKLAR,Cari Dönem Vergisiyle İlgili Varlıklar,151777.0,2022-12-31
31.12.2022,47.0,VARLIKLAR,DÖNEN VARLIKLAR,Nakit Dışı Serbest Kullanılabilir Teminatlar,,2022-12-31
31.12.2022,48.0,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Dönen Varlıklar,3674364.0,2022-12-31
31.12.2022,49.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Diğer Dönen Varlıklar,,2022-12-31
31.12.2022,50.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Dönen Varlıklar,,2022-12-31
31.12.2022,51.0,VARLIKLAR,DÖNEN VARLIKLAR,ARA TOPLAM,55124518.0,2022-12-31
31.12.2022,52.0,VARLIKLAR,DÖNEN VARLIKLAR,Satış Amaçlı Sınıflandırılan Duran Varlıklar,,2022-12-31
31.12.2022,53.0,VARLIKLAR,DÖNEN VARLIKLAR,Ortaklara Dağıtılmak Üzere Elde Tutulan Duran Varlıklar,,2022-12-31
31.12.2022,54.0,VARLIKLAR,DÖNEN VARLIKLAR,TOPLAM DÖNEN VARLIKLAR,55124518.0,2022-12-31
31.12.2022,55.0,VARLIKLAR,DURAN VARLIKLAR,DURAN VARLIKLAR,,2022-12-31
31.12.2022,56.0,VARLIKLAR,DURAN VARLIKLAR,Finansal Yatırımlar,145942.0,2022-12-31
31.12.2022,57.0,VARLIKLAR,DURAN VARLIKLAR,Kullanımı Kısıtlı Banka Bakiyeleri,,2022-12-31
31.12.2022,58.0,VARLIKLAR,DURAN VARLIKLAR,Vadeli Mevduatlar,,2022-12-31
31.12.2022,59.0,VARLIKLAR,DURAN VARLIKLAR,Satılmaya Hazır Finansal Yatırımlar,,2022-12-31
31.12.2022,60.0,VARLIKLAR,DURAN VARLIKLAR,Vadeye Kadar Elde Tutulacak Finansal Yatırımlar,,2022-12-31
31.12.2022,61.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Finansal Varlıklar,,2022-12-31
31.12.2022,62.0,VARLIKLAR,DURAN VARLIKLAR,Alım Satım Amaçlı Elde Tutulan Finansal Varlıklar,,2022-12-31
31.12.2022,63.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılarak Ölçülen Diğer Finansal Varlıklar,,2022-12-31
31.12.2022,64.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Olarak Sınıflandırılan Finansal Varlıklar,,2022-12-31
31.12.2022,65.0,VARLIKLAR,DURAN VARLIKLAR,Yatırım Riski Hayat Poliçesi Sahiplerine Ait Finansal Yatırımlar,,2022-12-31
31.12.2022,66.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklar,,2022-12-31
31.12.2022,67.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılarak Ölçülen Finansal Varlıklar,,2022-12-31
31.12.2022,68.0,VARLIKLAR,DURAN VARLIKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlar,,2022-12-31
31.12.2022,69.0,VARLIKLAR,DURAN VARLIKLAR,İtfa Edilmiş Maliyetiyle Ölçülen Finansal Varlıklar,,2022-12-31
31.12.2022,70.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Finansal Yatırımlar,,2022-12-31
31.12.2022,71.0,VARLIKLAR,DURAN VARLIKLAR,"İştirakler, İş Ortaklıkları ve Bağlı Ortaklıklardaki Yatırımlar",28000.0,2022-12-31
31.12.2022,72.0,VARLIKLAR,DURAN VARLIKLAR,Ticari Alacaklar,15684.0,2022-12-31
31.12.2022,73.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflardan Ticari Alacaklar,,2022-12-31
31.12.2022,74.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflardan Ticari Alacaklar,15684.0,2022-12-31
31.12.2022,75.0,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden Alacaklar,,2022-12-31
31.12.2022,76.0,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Taraflardan Alacaklar,,2022-12-31
31.12.2022,77.0,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflardan Alacaklar,,2022-12-31
31.12.2022,78.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Alacaklar,1153083.0,2022-12-31
31.12.2022,79.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflardan Diğer Alacaklar,1153083.0,2022-12-31
31.12.2022,80.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Alacaklar,,2022-12-31
31.12.2022,81.0,VARLIKLAR,DURAN VARLIKLAR,Müşteri Sözleşmelerinden Doğan Varlıklar,,2022-12-31
31.12.2022,82.0,VARLIKLAR,DURAN VARLIKLAR,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Varlıkları,,2022-12-31
31.12.2022,83.0,VARLIKLAR,DURAN VARLIKLAR,Mal ve Hizmet Satışlarından Doğan Sözleşme Varlıkları,,2022-12-31
31.12.2022,84.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Sözleşme Varlıkları,,2022-12-31
31.12.2022,85.0,VARLIKLAR,DURAN VARLIKLAR,İmtiyaz Sözleşmelerine İlişkin Finansal Varlıklar,,2022-12-31
31.12.2022,86.0,VARLIKLAR,DURAN VARLIKLAR,Türev Araçlar,382717.0,2022-12-31
31.12.2022,87.0,VARLIKLAR,DURAN VARLIKLAR,Alım Satım Amaçlı Türev Araçlar,,2022-12-31
31.12.2022,88.0,VARLIKLAR,DURAN VARLIKLAR,Riskten Korunma Amaçlı Türev Araçlar,,2022-12-31
31.12.2022,89.0,VARLIKLAR,DURAN VARLIKLAR,Stoklar,,2022-12-31
31.12.2022,90.0,VARLIKLAR,DURAN VARLIKLAR,Özkaynak Yöntemiyle Değerlenen Yatırımlar,,2022-12-31
31.12.2022,91.0,VARLIKLAR,DURAN VARLIKLAR,Canlı Varlıklar,,2022-12-31
31.12.2022,92.0,VARLIKLAR,DURAN VARLIKLAR,Yatırım Amaçlı Gayrimenkuller,,2022-12-31
31.12.2022,93.0,VARLIKLAR,DURAN VARLIKLAR,Proje Halindeki Yatırım Amaçlı Gayrimenkuller,,2022-12-31
31.12.2022,94.0,VARLIKLAR,DURAN VARLIKLAR,Maddi Duran Varlıklar,20145190.0,2022-12-31
31.12.2022,95.0,VARLIKLAR,DURAN VARLIKLAR,Arazi ve Arsalar,,2022-12-31
31.12.2022,96.0,VARLIKLAR,DURAN VARLIKLAR,Yeraltı ve Yerüstü Düzenlemeleri,,2022-12-31
31.12.2022,97.0,VARLIKLAR,DURAN VARLIKLAR,Binalar,,2022-12-31
31.12.2022,98.0,VARLIKLAR,DURAN VARLIKLAR,"Tesis, Makine ve Cihazlar",,2022-12-31
31.12.2022,99.0,VARLIKLAR,DURAN VARLIKLAR,Taşıtlar,,2022-12-31
31.12.2022,100.0,VARLIKLAR,DURAN VARLIKLAR,Mobilya ve Demirbaşlar,,2022-12-31
31.12.2022,101.0,VARLIKLAR,DURAN VARLIKLAR,Özel Maliyetler,,2022-12-31
31.12.2022,102.0,VARLIKLAR,DURAN VARLIKLAR,Taşıyıcı Bitkiler,,2022-12-31
31.12.2022,103.0,VARLIKLAR,DURAN VARLIKLAR,Özel Tükenmeye Tabi Varlıklar,,2022-12-31
31.12.2022,104.0,VARLIKLAR,DURAN VARLIKLAR,Yapılmakta Olan Yatırımlar,,2022-12-31
31.12.2022,105.0,VARLIKLAR,DURAN VARLIKLAR,Faaliyet Kiralamasına Konu Varlıklar,,2022-12-31
31.12.2022,106.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Maddi Duran Varlıklar,,2022-12-31
31.12.2022,107.0,VARLIKLAR,DURAN VARLIKLAR,Kullanım Hakkı Varlıkları,164475.0,2022-12-31
31.12.2022,108.0,VARLIKLAR,DURAN VARLIKLAR,Maddi Olmayan Duran Varlıklar,7454284.0,2022-12-31
31.12.2022,109.0,VARLIKLAR,DURAN VARLIKLAR,Şerefiye,503941.0,2022-12-31
31.12.2022,110.0,VARLIKLAR,DURAN VARLIKLAR,İmtiyaz Sözleşmelerinden Doğan Haklar,,2022-12-31
31.12.2022,111.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Haklar,,2022-12-31
31.12.2022,112.0,VARLIKLAR,DURAN VARLIKLAR,Patentler,,2022-12-31
31.12.2022,113.0,VARLIKLAR,DURAN VARLIKLAR,Markalar,,2022-12-31
31.12.2022,114.0,VARLIKLAR,DURAN VARLIKLAR,Lisanslar,,2022-12-31
31.12.2022,115.0,VARLIKLAR,DURAN VARLIKLAR,Bilgisayar Yazılımları,,2022-12-31
31.12.2022,116.0,VARLIKLAR,DURAN VARLIKLAR,Aktifleştirilen Geliştirme Maliyetleri,,2022-12-31
31.12.2022,117.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Maddi Olmayan Duran Varlıklar,6950343.0,2022-12-31
31.12.2022,118.0,VARLIKLAR,DURAN VARLIKLAR,Peşin Ödenmiş Giderler,6063772.0,2022-12-31
31.12.2022,119.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflara Peşin Ödenmiş Giderler,,2022-12-31
31.12.2022,120.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflara Peşin Ödenmiş Giderler,,2022-12-31
31.12.2022,121.0,VARLIKLAR,DURAN VARLIKLAR,Ertelenmiş Vergi Varlığı,5374582.0,2022-12-31
31.12.2022,122.0,VARLIKLAR,DURAN VARLIKLAR,Cari Dönem Vergisiyle İlgili Duran Varlıklar,,2022-12-31
31.12.2022,123.0,VARLIKLAR,DURAN VARLIKLAR,Nakit Dışı Serbest Kullanılabilir Teminatlar,,2022-12-31
31.12.2022,124.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Duran Varlıklar,,2022-12-31
31.12.2022,125.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflara İlişkin Diğer Duran Varlıklar,,2022-12-31
31.12.2022,126.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflara İlişkin Diğer Duran Varlıklar,,2022-12-31
31.12.2022,127.0,VARLIKLAR,DURAN VARLIKLAR,TOPLAM DURAN VARLIKLAR,40927729.0,2022-12-31
31.12.2022,128.0,VARLIKLAR,,TOPLAM VARLIKLAR,96052247.0,2022-12-31
31.12.2022,129.0,KAYNAKLAR,,KAYNAKLAR,,2022-12-31
31.12.2022,130.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,KISA VADELİ YÜKÜMLÜLÜKLER,,2022-12-31
31.12.2022,131.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kısa Vadeli Borçlanmalar,7523746.0,2022-12-31
31.12.2022,132.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflardan Kısa Vadeli Borçlanmalar,,2022-12-31
31.12.2022,133.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,,2022-12-31
31.12.2022,134.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,,2022-12-31
31.12.2022,135.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,,2022-12-31
31.12.2022,136.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Kısa Vadeli Borçlanmalar,,2022-12-31
31.12.2022,137.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflardan Kısa Vadeli Borçlanmalar,7523746.0,2022-12-31
31.12.2022,138.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,7523746.0,2022-12-31
31.12.2022,139.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,,2022-12-31
31.12.2022,140.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,,2022-12-31
31.12.2022,141.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Kısa Vadeli Borçlanmalar,,2022-12-31
31.12.2022,142.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Uzun Vadeli Borçlanmaların Kısa Vadeli Kısımları,5694857.0,2022-12-31
