TARİH,Unnamed: 0,LEVEL1,LEVEL2,LEVEL3,DEĞER,TARIH
31.03.2023,237.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,Diğer Uzun Vadeli Yükümlülükler,5439.0,2023-03-31
31.03.2023,238.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflara Diğer Uzun Vadeli Yükümlülükler,,2023-03-31
31.03.2023,239.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflara Diğer Uzun Vadeli Yükümlülükler,,2023-03-31
31.03.2023,240.0,KAYNAKLAR,UZUN VADELİ YÜKÜMLÜLÜKLER,TOPLAM UZUN VADELİ YÜKÜMLÜLÜKLER,32717020.0,2023-03-31
31.03.2023,241.0,KAYNAKLAR,,TOPLAM YÜKÜMLÜLÜKLER,92718088.0,2023-03-31
31.03.2023,242.0,KAYNAKLAR,ÖZKAYNAKLAR,ÖZKAYNAKLAR,,2023-03-31
31.03.2023,243.0,KAYNAKLAR,ÖZKAYNAKLAR,Ana Ortaklığa Ait Özkaynaklar,22062569.0,2023-03-31
31.03.2023,244.0,KAYNAKLAR,ÖZKAYNAKLAR,Ödenmiş Sermaye,350910.0,2023-03-31
31.03.2023,245.0,KAYNAKLAR,ÖZKAYNAKLAR,Sermaye Düzeltme Farkları,27920.0,2023-03-31
31.03.2023,246.0,KAYNAKLAR,ÖZKAYNAKLAR,Birleşme Denkleştirme Hesabı,,2023-03-31
31.03.2023,247.0,KAYNAKLAR,ÖZKAYNAKLAR,Pay Sahiplerinin İlave Sermaye Katkıları,,2023-03-31
31.03.2023,248.0,KAYNAKLAR,ÖZKAYNAKLAR,Sermaye Avansı,,2023-03-31
31.03.2023,249.0,KAYNAKLAR,ÖZKAYNAKLAR,Geri Alınmış Paylar (-),,2023-03-31
31.03.2023,250.0,KAYNAKLAR,ÖZKAYNAKLAR,Karşılıklı İştirak Sermaye Düzeltmesi (-),,2023-03-31
31.03.2023,251.0,KAYNAKLAR,ÖZKAYNAKLAR,Paylara İlişkin Primler (İskontolar),8.0,2023-03-31
31.03.2023,252.0,KAYNAKLAR,ÖZKAYNAKLAR,Ortak Kontrole Tabi Teşebbüs veya İşletmeleri İçeren Birleşmelerin Etkisi,,2023-03-31
31.03.2023,253.0,KAYNAKLAR,ÖZKAYNAKLAR,Kontrol Gücü Olmayan Paylara İlişkin Satış Opsiyon Değerleme Fonu,,2023-03-31
31.03.2023,254.0,KAYNAKLAR,ÖZKAYNAKLAR,Pay Bazlı Ödemeler (-),,2023-03-31
31.03.2023,255.0,KAYNAKLAR,ÖZKAYNAKLAR,Kar veya Zararda Yeniden Sınıflandırılmayacak Birikmiş Diğer Kapsamlı Gelirler (Giderler),-892894.0,2023-03-31
31.03.2023,256.0,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynağa Dayalı Finansal Araçlara Yatırımlardan Kaynaklanan Kazançlar (Kayıplar),,2023-03-31
31.03.2023,257.0,KAYNAKLAR,ÖZKAYNAKLAR,Yeniden Değerleme ve Ölçüm Kazançları (Kayıpları),-892894.0,2023-03-31
31.03.2023,258.0,KAYNAKLAR,ÖZKAYNAKLAR,Maddi Duran Varlık Yeniden Değerleme Artışları (Azalışları),,2023-03-31
31.03.2023,259.0,KAYNAKLAR,ÖZKAYNAKLAR,Maddi Olmayan Duran Varlık Yeniden Değerleme Artışları (Azalışları),,2023-03-31
31.03.2023,260.0,KAYNAKLAR,ÖZKAYNAKLAR,Kullanım Hakkı Varlıkları Yeniden Değerleme Artışları (Azalışları),,2023-03-31
31.03.2023,261.0,KAYNAKLAR,ÖZKAYNAKLAR,Tanımlanmış Fayda Planları Yeniden Ölçüm Kazançları (Kayıpları),-892894.0,2023-03-31
31.03.2023,262.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yeniden Değerleme ve Ölçüm Kazançları (Kayıpları),,2023-03-31
31.03.2023,263.0,KAYNAKLAR,ÖZKAYNAKLAR,Kredi Riskindeki Değişikliğe Bağlı Olarak Finansal Yükümlülüğün Gerçeğe Uygun Değerindeki Değişikliklerden Kaynaklanan Kazançlar (Kayıplar),,2023-03-31
31.03.2023,264.0,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlara İlişkin Finansal Riskten Korunma Kazançları (Kayıpları),,2023-03-31
31.03.2023,265.0,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynak Yöntemi ile Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar veya Zararda Sınıflandırılmayacak Paylar,,2023-03-31
31.03.2023,266.0,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Çevrim Farkları,,2023-03-31
31.03.2023,267.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kazançlar (Kayıplar),,2023-03-31
31.03.2023,268.0,KAYNAKLAR,ÖZKAYNAKLAR,Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş Diğer Kapsamlı Gelirler (Giderler),-2867767.0,2023-03-31
31.03.2023,269.0,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Çevrim Farkları,2214140.0,2023-03-31
31.03.2023,270.0,KAYNAKLAR,ÖZKAYNAKLAR,Riskten Korunma Kazançları (Kayıpları),-5203542.0,2023-03-31
31.03.2023,271.0,KAYNAKLAR,ÖZKAYNAKLAR,Nakit Akış Riskinden Korunma Kazançları (Kayıpları),-5203542.0,2023-03-31
31.03.2023,272.0,KAYNAKLAR,ÖZKAYNAKLAR,Yurtdışındaki İşletmeye İlişkin Yatırım Riskinden Korunma Kazançları (Kayıpları),,2023-03-31
31.03.2023,273.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Riskten Korunma Kazançları (Kayıpları),,2023-03-31
31.03.2023,274.0,KAYNAKLAR,ÖZKAYNAKLAR,Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),121635.0,2023-03-31
31.03.2023,275.0,KAYNAKLAR,ÖZKAYNAKLAR,Satılmaya Hazır Finansal Varlıkların Yeniden Değerleme ve/veya Sınıflandırma Kazançları (Kayıpları),,2023-03-31
31.03.2023,276.0,KAYNAKLAR,ÖZKAYNAKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklardan Kazançlar (Kayıplar),121635.0,2023-03-31
31.03.2023,277.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yeniden Değerleme ve Sınıflandırma Kazançları (Kayıpları),,2023-03-31
31.03.2023,278.0,KAYNAKLAR,ÖZKAYNAKLAR,Opsiyonların Zaman Değerindeki Değişiklikler,,2023-03-31
31.03.2023,279.0,KAYNAKLAR,ÖZKAYNAKLAR,Forward Sözleşmesinin Forward Bileşeninin Değerindeki Değişiklikler,,2023-03-31
31.03.2023,280.0,KAYNAKLAR,ÖZKAYNAKLAR,Yabancı Para Alım Satım Marjlarındaki Değişiklikler,,2023-03-31
31.03.2023,281.0,KAYNAKLAR,ÖZKAYNAKLAR,Özkaynak Yöntemi ile Değerlenen Yatırımların Diğer Kapsamlı Gelirinden Kar/Zararda Sınıflandırılacak Paylar,,2023-03-31
31.03.2023,282.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kazançlar (Kayıplar),,2023-03-31
31.03.2023,283.0,KAYNAKLAR,ÖZKAYNAKLAR,Kardan Ayrılan Kısıtlanmış Yedekler,1919055.0,2023-03-31
31.03.2023,284.0,KAYNAKLAR,ÖZKAYNAKLAR,Sermayeye Eklenecek Gayrimenkul veya İştirak Satış Kazancı,,2023-03-31
31.03.2023,285.0,KAYNAKLAR,ÖZKAYNAKLAR,Yasal Yedekler,1919055.0,2023-03-31
31.03.2023,286.0,KAYNAKLAR,ÖZKAYNAKLAR,Geri Alınan Paylara İlişkin Yedekler,,2023-03-31
31.03.2023,287.0,KAYNAKLAR,ÖZKAYNAKLAR,Girişim Sermayesi Fonu,,2023-03-31
31.03.2023,288.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Kısıtlanmış Yedekler,,2023-03-31
31.03.2023,289.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Özkaynak Payları,,2023-03-31
31.03.2023,290.0,KAYNAKLAR,ÖZKAYNAKLAR,Diğer Yedekler,,2023-03-31
31.03.2023,291.0,KAYNAKLAR,ÖZKAYNAKLAR,Ödenen Kar Payı Avansları (Net) (-),,2023-03-31
31.03.2023,292.0,KAYNAKLAR,ÖZKAYNAKLAR,Geçmiş Yıllar Karları veya Zararları,18172570.0,2023-03-31
31.03.2023,293.0,KAYNAKLAR,ÖZKAYNAKLAR,Net Dönem Karı veya Zararı,5352767.0,2023-03-31
31.03.2023,294.0,KAYNAKLAR,ÖZKAYNAKLAR,Kontrol Gücü Olmayan Paylar,,2023-03-31
31.03.2023,295.0,KAYNAKLAR,ÖZKAYNAKLAR,TOPLAM ÖZKAYNAKLAR,22062569.0,2023-03-31
31.03.2023,296.0,KAYNAKLAR,,TOPLAM KAYNAKLAR,114780657.0,2023-03-31
31.12.2022,297.0,,,Finansal Durum Tablosu (Bilanço),,2022-12-31
31.12.2022,298.0,VARLIKLAR,,Varlıklar,,2022-12-31
31.12.2022,299.0,VARLIKLAR,DÖNEN VARLIKLAR,DÖNEN VARLIKLAR,,2022-12-31
31.12.2022,300.0,VARLIKLAR,DÖNEN VARLIKLAR,Nakit ve Nakit Benzerleri,10114706.0,2022-12-31
31.12.2022,301.0,VARLIKLAR,DÖNEN VARLIKLAR,Gayrimenkul Projeleri Kapsamında Açılan Nakit Hesapları,,2022-12-31
31.12.2022,302.0,VARLIKLAR,DÖNEN VARLIKLAR,Finansal Yatırımlar,,2022-12-31
31.12.2022,303.0,VARLIKLAR,DÖNEN VARLIKLAR,Kullanımı Kısıtlı Banka Bakiyeleri,,2022-12-31
31.12.2022,304.0,VARLIKLAR,DÖNEN VARLIKLAR,Vadeli Mevduatlar,,2022-12-31
31.12.2022,305.0,VARLIKLAR,DÖNEN VARLIKLAR,Satılmaya Hazır Finansal Varlıklar,,2022-12-31
31.12.2022,306.0,VARLIKLAR,DÖNEN VARLIKLAR,Vadeye Kadar Elde Tutulacak Finansal Yatırımlar,,2022-12-31
31.12.2022,307.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Finansal Varlıklar,,2022-12-31
31.12.2022,308.0,VARLIKLAR,DÖNEN VARLIKLAR,Alım Satım Amaçlı Elde Tutulan Finansal Varlıklar,,2022-12-31
31.12.2022,309.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılarak Ölçülen Diğer Finansal Varlıklar,,2022-12-31
31.12.2022,310.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Olarak Sınıflandırılan Finansal Varlıklar,,2022-12-31
31.12.2022,311.0,VARLIKLAR,DÖNEN VARLIKLAR,Yatırım Riski Hayat Poliçesi Sahiplerine Ait Finansal Yatırımlar,,2022-12-31
31.12.2022,312.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklar,,2022-12-31
31.12.2022,313.0,VARLIKLAR,DÖNEN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılarak Ölçülen Finansal Varlıklar,,2022-12-31
31.12.2022,314.0,VARLIKLAR,DÖNEN VARLIKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlar,,2022-12-31
31.12.2022,315.0,VARLIKLAR,DÖNEN VARLIKLAR,İtfa Edilmiş Maliyetiyle Ölçülen Finansal Varlıklar,,2022-12-31
31.12.2022,316.0,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Finansal Yatırımlar,,2022-12-31
31.12.2022,317.0,VARLIKLAR,DÖNEN VARLIKLAR,Teminata Verilen Finansal Varlıklar,,2022-12-31
31.12.2022,318.0,VARLIKLAR,DÖNEN VARLIKLAR,Ticari Alacaklar,25850944.0,2022-12-31
31.12.2022,319.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Ticari Alacaklar,18656099.0,2022-12-31
31.12.2022,320.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Ticari Alacaklar,7194845.0,2022-12-31
31.12.2022,321.0,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden Alacaklar,,2022-12-31
31.12.2022,322.0,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Taraflardan Alacaklar,,2022-12-31
31.12.2022,323.0,VARLIKLAR,DÖNEN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflardan Alacaklar,,2022-12-31
31.12.2022,324.0,VARLIKLAR,DÖNEN VARLIKLAR,Türkiye Cumhuriyet Merkez Bankası Hesabı,,2022-12-31
31.12.2022,325.0,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Alacaklar,283518.0,2022-12-31
31.12.2022,326.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Diğer Alacaklar,167414.0,2022-12-31
31.12.2022,327.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Alacaklar,116104.0,2022-12-31
31.12.2022,328.0,VARLIKLAR,DÖNEN VARLIKLAR,Müşteri Sözleşmelerinden Doğan Varlıklar,,2022-12-31
31.12.2022,329.0,VARLIKLAR,DÖNEN VARLIKLAR,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Varlıkları,,2022-12-31
31.12.2022,330.0,VARLIKLAR,DÖNEN VARLIKLAR,Mal ve Hizmet Satışlarından Doğan Sözleşme Varlıkları,,2022-12-31
31.12.2022,331.0,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Sözleşme Varlıkları,,2022-12-31
31.12.2022,332.0,VARLIKLAR,DÖNEN VARLIKLAR,İmtiyaz Sözleşmelerine İlişkin Finansal Varlıklar,,2022-12-31
31.12.2022,333.0,VARLIKLAR,DÖNEN VARLIKLAR,Türev Araçlar,,2022-12-31
31.12.2022,334.0,VARLIKLAR,DÖNEN VARLIKLAR,Alım Satım Amaçlı Türev Araçlar,,2022-12-31
31.12.2022,335.0,VARLIKLAR,DÖNEN VARLIKLAR,Riskten Korunma Amaçlı Türev Araçlar,,2022-12-31
31.12.2022,336.0,VARLIKLAR,DÖNEN VARLIKLAR,Stoklar,13854008.0,2022-12-31
31.12.2022,337.0,VARLIKLAR,DÖNEN VARLIKLAR,Proje Halindeki Stoklar,,2022-12-31
31.12.2022,338.0,VARLIKLAR,DÖNEN VARLIKLAR,Canlı Varlıklar,,2022-12-31
31.12.2022,339.0,VARLIKLAR,DÖNEN VARLIKLAR,Peşin Ödenmiş Giderler,1195201.0,2022-12-31
31.12.2022,340.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflara Peşin Ödenmiş Giderler,,2022-12-31
31.12.2022,341.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflara Peşin Ödenmiş Giderler,,2022-12-31
31.12.2022,342.0,VARLIKLAR,DÖNEN VARLIKLAR,Ertelenmiş Sigortacılık Üretim Giderleri,,2022-12-31
31.12.2022,343.0,VARLIKLAR,DÖNEN VARLIKLAR,Cari Dönem Vergisiyle İlgili Varlıklar,151777.0,2022-12-31
31.12.2022,344.0,VARLIKLAR,DÖNEN VARLIKLAR,Nakit Dışı Serbest Kullanılabilir Teminatlar,,2022-12-31
31.12.2022,345.0,VARLIKLAR,DÖNEN VARLIKLAR,Diğer Dönen Varlıklar,3674364.0,2022-12-31
31.12.2022,346.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Taraflardan Diğer Dönen Varlıklar,,2022-12-31
31.12.2022,347.0,VARLIKLAR,DÖNEN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Dönen Varlıklar,,2022-12-31
31.12.2022,348.0,VARLIKLAR,DÖNEN VARLIKLAR,ARA TOPLAM,55124518.0,2022-12-31
31.12.2022,349.0,VARLIKLAR,DÖNEN VARLIKLAR,Satış Amaçlı Sınıflandırılan Duran Varlıklar,,2022-12-31
31.12.2022,350.0,VARLIKLAR,DÖNEN VARLIKLAR,Ortaklara Dağıtılmak Üzere Elde Tutulan Duran Varlıklar,,2022-12-31
31.12.2022,351.0,VARLIKLAR,DÖNEN VARLIKLAR,TOPLAM DÖNEN VARLIKLAR,55124518.0,2022-12-31
31.12.2022,352.0,VARLIKLAR,DURAN VARLIKLAR,DURAN VARLIKLAR,,2022-12-31
31.12.2022,353.0,VARLIKLAR,DURAN VARLIKLAR,Finansal Yatırımlar,145942.0,2022-12-31
31.12.2022,354.0,VARLIKLAR,DURAN VARLIKLAR,Kullanımı Kısıtlı Banka Bakiyeleri,,2022-12-31
31.12.2022,355.0,VARLIKLAR,DURAN VARLIKLAR,Vadeli Mevduatlar,,2022-12-31
31.12.2022,356.0,VARLIKLAR,DURAN VARLIKLAR,Satılmaya Hazır Finansal Yatırımlar,,2022-12-31
31.12.2022,357.0,VARLIKLAR,DURAN VARLIKLAR,Vadeye Kadar Elde Tutulacak Finansal Yatırımlar,,2022-12-31
31.12.2022,358.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Finansal Varlıklar,,2022-12-31
31.12.2022,359.0,VARLIKLAR,DURAN VARLIKLAR,Alım Satım Amaçlı Elde Tutulan Finansal Varlıklar,,2022-12-31
31.12.2022,360.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılarak Ölçülen Diğer Finansal Varlıklar,,2022-12-31
31.12.2022,361.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan Olarak Sınıflandırılan Finansal Varlıklar,,2022-12-31
31.12.2022,362.0,VARLIKLAR,DURAN VARLIKLAR,Yatırım Riski Hayat Poliçesi Sahiplerine Ait Finansal Yatırımlar,,2022-12-31
31.12.2022,363.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılan Finansal Varlıklar,,2022-12-31
31.12.2022,364.0,VARLIKLAR,DURAN VARLIKLAR,Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire Yansıtılarak Ölçülen Finansal Varlıklar,,2022-12-31
31.12.2022,365.0,VARLIKLAR,DURAN VARLIKLAR,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlar,,2022-12-31
31.12.2022,366.0,VARLIKLAR,DURAN VARLIKLAR,İtfa Edilmiş Maliyetiyle Ölçülen Finansal Varlıklar,,2022-12-31
31.12.2022,367.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Finansal Yatırımlar,,2022-12-31
31.12.2022,368.0,VARLIKLAR,DURAN VARLIKLAR,"İştirakler, İş Ortaklıkları ve Bağlı Ortaklıklardaki Yatırımlar",28000.0,2022-12-31
31.12.2022,369.0,VARLIKLAR,DURAN VARLIKLAR,Ticari Alacaklar,15684.0,2022-12-31
31.12.2022,370.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflardan Ticari Alacaklar,,2022-12-31
31.12.2022,371.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflardan Ticari Alacaklar,15684.0,2022-12-31
31.12.2022,372.0,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden Alacaklar,,2022-12-31
31.12.2022,373.0,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Taraflardan Alacaklar,,2022-12-31
31.12.2022,374.0,VARLIKLAR,DURAN VARLIKLAR,Finans Sektörü Faaliyetlerinden İlişkili Olmayan Taraflardan Alacaklar,,2022-12-31
31.12.2022,375.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Alacaklar,1153083.0,2022-12-31
31.12.2022,376.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflardan Diğer Alacaklar,1153083.0,2022-12-31
31.12.2022,377.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflardan Diğer Alacaklar,,2022-12-31
31.12.2022,378.0,VARLIKLAR,DURAN VARLIKLAR,Müşteri Sözleşmelerinden Doğan Varlıklar,,2022-12-31
31.12.2022,379.0,VARLIKLAR,DURAN VARLIKLAR,Devam Eden İnşaat ve Taahhüt İşlerinden Doğan Sözleşme Varlıkları,,2022-12-31
31.12.2022,380.0,VARLIKLAR,DURAN VARLIKLAR,Mal ve Hizmet Satışlarından Doğan Sözleşme Varlıkları,,2022-12-31
31.12.2022,381.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Sözleşme Varlıkları,,2022-12-31
31.12.2022,382.0,VARLIKLAR,DURAN VARLIKLAR,İmtiyaz Sözleşmelerine İlişkin Finansal Varlıklar,,2022-12-31
31.12.2022,383.0,VARLIKLAR,DURAN VARLIKLAR,Türev Araçlar,382717.0,2022-12-31
31.12.2022,384.0,VARLIKLAR,DURAN VARLIKLAR,Alım Satım Amaçlı Türev Araçlar,,2022-12-31
31.12.2022,385.0,VARLIKLAR,DURAN VARLIKLAR,Riskten Korunma Amaçlı Türev Araçlar,,2022-12-31
31.12.2022,386.0,VARLIKLAR,DURAN VARLIKLAR,Stoklar,,2022-12-31
31.12.2022,387.0,VARLIKLAR,DURAN VARLIKLAR,Özkaynak Yöntemiyle Değerlenen Yatırımlar,,2022-12-31
31.12.2022,388.0,VARLIKLAR,DURAN VARLIKLAR,Canlı Varlıklar,,2022-12-31
31.12.2022,389.0,VARLIKLAR,DURAN VARLIKLAR,Yatırım Amaçlı Gayrimenkuller,,2022-12-31
31.12.2022,390.0,VARLIKLAR,DURAN VARLIKLAR,Proje Halindeki Yatırım Amaçlı Gayrimenkuller,,2022-12-31
31.12.2022,391.0,VARLIKLAR,DURAN VARLIKLAR,Maddi Duran Varlıklar,20145190.0,2022-12-31
31.12.2022,392.0,VARLIKLAR,DURAN VARLIKLAR,Arazi ve Arsalar,,2022-12-31
31.12.2022,393.0,VARLIKLAR,DURAN VARLIKLAR,Yeraltı ve Yerüstü Düzenlemeleri,,2022-12-31
31.12.2022,394.0,VARLIKLAR,DURAN VARLIKLAR,Binalar,,2022-12-31
31.12.2022,395.0,VARLIKLAR,DURAN VARLIKLAR,"Tesis, Makine ve Cihazlar",,2022-12-31
31.12.2022,396.0,VARLIKLAR,DURAN VARLIKLAR,Taşıtlar,,2022-12-31
31.12.2022,397.0,VARLIKLAR,DURAN VARLIKLAR,Mobilya ve Demirbaşlar,,2022-12-31
31.12.2022,398.0,VARLIKLAR,DURAN VARLIKLAR,Özel Maliyetler,,2022-12-31
31.12.2022,399.0,VARLIKLAR,DURAN VARLIKLAR,Taşıyıcı Bitkiler,,2022-12-31
31.12.2022,400.0,VARLIKLAR,DURAN VARLIKLAR,Özel Tükenmeye Tabi Varlıklar,,2022-12-31
31.12.2022,401.0,VARLIKLAR,DURAN VARLIKLAR,Yapılmakta Olan Yatırımlar,,2022-12-31
31.12.2022,402.0,VARLIKLAR,DURAN VARLIKLAR,Faaliyet Kiralamasına Konu Varlıklar,,2022-12-31
31.12.2022,403.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Maddi Duran Varlıklar,,2022-12-31
31.12.2022,404.0,VARLIKLAR,DURAN VARLIKLAR,Kullanım Hakkı Varlıkları,164475.0,2022-12-31
31.12.2022,405.0,VARLIKLAR,DURAN VARLIKLAR,Maddi Olmayan Duran Varlıklar,7454284.0,2022-12-31
31.12.2022,406.0,VARLIKLAR,DURAN VARLIKLAR,Şerefiye,503941.0,2022-12-31
31.12.2022,407.0,VARLIKLAR,DURAN VARLIKLAR,İmtiyaz Sözleşmelerinden Doğan Haklar,,2022-12-31
31.12.2022,408.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Haklar,,2022-12-31
31.12.2022,409.0,VARLIKLAR,DURAN VARLIKLAR,Patentler,,2022-12-31
31.12.2022,410.0,VARLIKLAR,DURAN VARLIKLAR,Markalar,,2022-12-31
31.12.2022,411.0,VARLIKLAR,DURAN VARLIKLAR,Lisanslar,,2022-12-31
31.12.2022,412.0,VARLIKLAR,DURAN VARLIKLAR,Bilgisayar Yazılımları,,2022-12-31
31.12.2022,413.0,VARLIKLAR,DURAN VARLIKLAR,Aktifleştirilen Geliştirme Maliyetleri,,2022-12-31
31.12.2022,414.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Maddi Olmayan Duran Varlıklar,6950343.0,2022-12-31
31.12.2022,415.0,VARLIKLAR,DURAN VARLIKLAR,Peşin Ödenmiş Giderler,6063772.0,2022-12-31
31.12.2022,416.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflara Peşin Ödenmiş Giderler,,2022-12-31
31.12.2022,417.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflara Peşin Ödenmiş Giderler,,2022-12-31
31.12.2022,418.0,VARLIKLAR,DURAN VARLIKLAR,Ertelenmiş Vergi Varlığı,5374582.0,2022-12-31
31.12.2022,419.0,VARLIKLAR,DURAN VARLIKLAR,Cari Dönem Vergisiyle İlgili Duran Varlıklar,,2022-12-31
31.12.2022,420.0,VARLIKLAR,DURAN VARLIKLAR,Nakit Dışı Serbest Kullanılabilir Teminatlar,,2022-12-31
31.12.2022,421.0,VARLIKLAR,DURAN VARLIKLAR,Diğer Duran Varlıklar,,2022-12-31
31.12.2022,422.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Taraflara İlişkin Diğer Duran Varlıklar,,2022-12-31
31.12.2022,423.0,VARLIKLAR,DURAN VARLIKLAR,İlişkili Olmayan Taraflara İlişkin Diğer Duran Varlıklar,,2022-12-31
31.12.2022,424.0,VARLIKLAR,DURAN VARLIKLAR,TOPLAM DURAN VARLIKLAR,40927729.0,2022-12-31
31.12.2022,425.0,VARLIKLAR,,TOPLAM VARLIKLAR,96052247.0,2022-12-31
31.12.2022,426.0,KAYNAKLAR,,KAYNAKLAR,,2022-12-31
31.12.2022,427.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,KISA VADELİ YÜKÜMLÜLÜKLER,,2022-12-31
31.12.2022,428.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kısa Vadeli Borçlanmalar,7523746.0,2022-12-31
31.12.2022,429.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Taraflardan Kısa Vadeli Borçlanmalar,,2022-12-31
31.12.2022,430.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,,2022-12-31
31.12.2022,431.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Kiralama İşlemlerinden Borçlar,,2022-12-31
31.12.2022,432.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İhraç Edilmiş Borçlanma Araçları,,2022-12-31
31.12.2022,433.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Diğer Kısa Vadeli Borçlanmalar,,2022-12-31
31.12.2022,434.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,İlişkili Olmayan Taraflardan Kısa Vadeli Borçlanmalar,7523746.0,2022-12-31
31.12.2022,435.0,KAYNAKLAR,KISA VADELİ YÜKÜMLÜLÜKLER,Banka Kredileri,7523746.0,2022-12-31
